question,received_answer,expected_answer,tema,flag_original,flag_synthetic,flag_typo_injected,flag_informal,latency,type,score,tool
Por que a farmácia onde eu sempre ia njo está mais atendendo peloqprograma?,"A farmácia pode deixar de atender pelo Programa Farmácia Popular por alguns motivos, como:

Irregularidades identificadas pelo Ministério da Saúde
Não renovação do cadastro no programa

Quando isso acontece, o recomendado é procurar outra farmácia participante do Programa Farmácia Popular.

Se quiser saber como encontrar outra farmácia credenciada ou tem dúvidas sobre os benefícios do programa, posso te ajudar! Deseja mais informações?","Um estabelecimento pode ser descredenciado por irregularidades ou por não renovar o cadastro. Nesse caso, você deve procurar outra farmácia participante.",Localização e Credenciamento de Farmácias,1,0,1,0,16.69,factual_correctness(mode=f1),0.73,ragas
Por que a farmácia onde eu sempre ia não está mais atendendo pelo programa?,"A farmácia pode ter deixado de atender pelo Programa Farmácia Popular por motivos como descredenciamento devido a irregularidades ou por não renovação do cadastro junto ao Ministério da Saúde.

Se precisar, você pode buscar outra farmácia participante do programa para continuar tendo acesso aos benefícios. 

Deseja saber como encontrar uma nova farmácia credenciada ou tem dúvidas sobre os medicamentos e itens disponíveis no Programa Farmácia Popular?","Um estabelecimento pode ser descredenciado por irregularidades ou por não renovar o cadastro. Nesse caso, você deve procurar outra farmácia participante.",Localização e Credenciamento de Farmácias,1,0,0,0,16.72,factual_correctness(mode=f1),0.8,ragas
Por que a gestante deve tomar a vacina contra o  vírus sincicial respiratório (VSR)?,"A gestante deve tomar a vacina contra o vírus sincicial respiratório (VSR) porque, ao se vacinar, ela produz anticorpos que são transferidos para o bebê pela placenta. Isso garante proteção ao recém-nascido nos primeiros seis meses de vida, período em que a criança está mais vulnerável e corre maior risco de complicações causadas pelo VSR.

Se quiser saber mais sobre outras vacinas recomendadas na gestação ou sobre o calendário vacinal, posso ajudar!","Porque a vacinação da gestante leva a produção de anticorpos que passam para seu filho via transplacentária, resultando na proteção do recém-nascido, nos primeiros seis meses de vida, idade mais crítica e de risco para a criança.",Vacina pneumocócica 20 -valente (conjugada) VPC20),1,0,0,0,15.15,factual_correctness(mode=f1),0.6,ragas
Por que a imunização é recomendada somente a partir da 28ª semana gestacional?,"A imunização é recomendada a partir da vigésima oitava semana gestacional porque, antes desse período, a transferência de anticorpos da gestante para o bebê ainda é baixa, o que pode resultar em proteção insuficiente ao nascimento.

O período entre a vigésima oitava e a trigésima sexta semana é considerado ideal para garantir que a gestante produza anticorpos e consiga transferi-los de forma adequada ao bebê, otimizando a proteção do recém-nascido.

Se precisar de mais informações sobre vacinas na gestação, calendário vacinal ou sobre o Programa Farmácia Popular, posso ajudar! Gostaria de saber mais algum detalhe?","É o período ideal a partir de 28 semanas gestacional. Antes disso, as defesas da mãe ainda não passam para o bebê.  Entre 28 e 36 semanas é o momento perfeito para garantir a máxima proteção ao bebê!",VSR - Janela Vacinal e Prazos,0,1,0,0,15.18,factual_correctness(mode=f1),0.77,ragas
Por que a influenza pode causar comphicaçõse mais graves em pacientes com doenças de longa duração?,"A influenza pode causar complicações mais graves em pessoas com doenças de longa duração, como diabetes ou problemas cardíacos, porque a infecção pode agravar a condição de saúde já existente. Por isso, pacientes com doenças crônicas fazem parte do grupo prioritário nas campanhas anuais de vacinação contra a influenza, conforme orientações do Ministério da Saúde.

Se quiser saber mais sobre a vacinação contra a influenza ou outros grupos prioritários, posso ajudar! Tem mais alguma dúvida sobre vacinas, calendário vacinal ou sobre o Programa Farmácia Popular?","Quem tem doenças crônicas como diabetes ou problemas cardíacos corre maior risco de complicações graves com a gripe. A infecção pode piorar a doença já existente. Por isso, esse grupo é prioritário na campanha anual.",Vacina influenza,0,1,1,0,15.87,factual_correctness(mode=f1),0.89,ragas
Por que a influenza pode causar complicações mais graves em pacientes com doenças de longa duração?,"A influenza pode causar complicações mais graves em pacientes com doenças de longa duração, como diabetes ou problemas cardíacos, porque a infecção pode agravar essas condições já existentes. Isso torna essas pessoas mais vulneráveis a quadros graves, internações e até risco de morte.

Por esse motivo, o Ministério da Saúde considera esses pacientes como grupo prioritário nas campanhas anuais de vacinação contra a influenza.

Se quiser saber mais sobre a vacinação contra a influenza, outros grupos prioritários ou detalhes sobre o Programa Nacional de Imunizações, posso ajudar! Tem mais alguma dúvida?","Quem tem doenças crônicas como diabetes ou problemas cardíacos corre maior risco de complicações graves com a gripe. A infecção pode piorar a doença já existente. Por isso, esse grupo é prioritário na campanha anual.",Vacina influenza,0,1,0,0,15.94,factual_correctness(mode=f1),0.77,ragas
Por que a sacina conrta HPV é importante?,"A vacina contra o HPV é muito importante porque previne o câncer do colo do útero e outros tipos de câncer relacionados ao vírus, como câncer de vulva, vagina, ânus, pênis e orofaringe.

Além disso, a vacina protege contra o surgimento de verrugas causadas pelo HPV, que podem trazer impactos clínicos e psicológicos.

Manter a vacinação em dia é fundamental para garantir essa proteção.

Se quiser saber mais sobre o Programa Nacional de Imunizações, o calendário vacinal ou outras vacinas, posso ajudar! Tem mais alguma dúvida?","A vacina HPV previne o câncer cervical e outras neoplasias relacionadas a esse vírus, como vulvar, vaginal, anal, peniana e de orofaringe. A vacina previne também o desenvolvimento de verrugas causadas pela infecção pelo HPV, que levam a comprometimento clínico e psicológico das pessoas afetadas. É importante manter sua situação vacinal atualizada. Saiba mais nos links <https://infoms.saude.gov.br/content/Default/SEI_0045605478_Nota_Tecnica_16.pdf> e  <paho.org/pt/vacin -contra-virus-do-papiloma-humano-hpv>",Vacina HPV,1,0,1,0,15.08,factual_correctness(mode=f1),1.0,ragas
Por que a vacina contra HPV é importante?,"A vacina contra o HPV é muito importante porque previne o câncer do colo do útero e outros tipos de câncer relacionados ao vírus, como câncer de vulva, vagina, ânus, pênis e orofaringe.

Além disso, a vacina protege contra o surgimento de verrugas causadas pelo HPV, que podem trazer impactos clínicos e psicológicos.

Manter a vacinação em dia é fundamental para garantir essa proteção. Se quiser saber mais sobre o Programa Nacional de Imunizações, o calendário vacinal ou outras vacinas, posso ajudar! Tem mais alguma dúvida?","A vacina HPV previne o câncer cervical e outras neoplasias relacionadas a esse vírus, como vulvar, vaginal, anal, peniana e de orofaringe. A vacina previne também o desenvolvimento de verrugas causadas pela infecção pelo HPV, que levam a comprometimento clínico e psicológico das pessoas afetadas. É importante manter sua situação vacinal atualizada. Saiba mais nos links <https://infoms.saude.gov.br/content/Default/SEI_0045605478_Nota_Tecnica_16.pdf> e  <paho.org/pt/vacin -contra-virus-do-papiloma-humano-hpv>",Vacina HPV,1,0,0,0,16.54,factual_correctness(mode=f1),1.0,ragas
Por que a vacina contra o VSR é considerada relevante?,"A vacina contra o vírus sincicial respiratório (VSR) é considerada relevante porque previne infecções causadas por esse vírus, que é a principal causa de bronquiolite e pneumonia em crianças pequenas.

Essas doenças são responsáveis por grande parte das internações hospitalares pediátricas, principalmente nos períodos de outono e inverno. O VSR pode causar quadros graves de insuficiência respiratória, especialmente em prematuros e crianças com problemas cardíacos ou pulmonares.

Se quiser saber mais sobre o calendário vacinal, grupos prioritários ou outras vacinas do Programa Nacional de Imunizações, posso ajudar! Tem mais alguma dúvida?","Esta vacina, recentemente incorporada no calendário nacional de Vacinação, tem o objetivo de prevenir infecções pelo vírus sincicial respiratório em gestantes. Esse vírus é a principal causa de bronquiolite e pneumonia em lactentes. É responsável por parcela significativa das internações hospitalares pediátricas, com pico de incidência no período de sazonalidade (outono/inverno). A infecção pelo VSR pode evoluir para quadros graves de insuficiência respiratória, especialmente em prematuros e crianças com comorbidades cardiopulmonares.",VSR - Informações Gerais,0,1,0,0,13.99,factual_correctness(mode=f1),0.9,ragas
Por que a vacina contra poliomielite é importante?,"A vacina contra poliomielite é fundamental porque é a única forma de prevenção contra a poliomielite. Não existe tratamento específico para essa doença, e todos os casos precisam de hospitalização para tratamento de suporte.

Se quiser saber mais sobre o calendário vacinal, outras vacinas ou informações sobre o Programa Nacional de Imunizações do Ministério da Saúde, posso ajudar! Tem mais alguma dúvida?","Porque a vacinação é a única forma de prevenção contra a poliomielite. Não existe tratamento específico, todos os casos de poliomielite devem ser hospitalizados para tratamento de suporte.",Vacina inativada poliomielite (VIP),1,0,0,0,12.5,factual_correctness(mode=f1),1.0,ragas
Por que a vacina da influenza apresenta composições distintas nos hemisférios norte e sul?,"A vacina da influenza apresenta composições distintas nos hemisférios norte e sul porque os vírus da gripe circulam de forma diferente em cada região, devido às variações sazonais e geográficas.

A Organização Mundial da Saúde (OMS) analisa dados de vigilância epidemiológica de cada hemisfério e, anualmente, recomenda uma composição específica para cada um. Assim, a vacina é adaptada para proteger contra os tipos de vírus que têm maior chance de circular em cada localidade.

No Brasil, por exemplo, segue-se a recomendação do hemisfério sul, mas algumas regiões do Norte do país podem adotar a composição do hemisfério norte, considerando suas características climáticas.

Se quiser saber mais sobre o funcionamento das vacinas ou detalhes sobre o Programa Nacional de Imunizações do Ministério da Saúde, posso ajudar! Tem mais alguma dúvida?","O Brasil adota a composição vacinal indicada para o hemisfério sul. A OMS realiza duas reuniões anuais de atualização para atualização da composição da vacina — fevereiro (hemisfério norte) e setembro (hemisfério sul). O Brasil adota a recomendação para o hemisfério sul para as regiões CO, NE, S e SE e do Hemisfério Norte para a região Norte.",Vacina influenza,0,1,0,0,15.79,factual_correctness(mode=f1),0.47,ragas
Por que a vacina influenza não causa gripe?,"A vacina contra a influenza não causa gripe porque ela é feita com vírus mortos ou apenas fragmentos do vírus, que não conseguem provocar a doença. 

Se ocorrer algum mal-estar leve após a vacinação, isso é apenas uma resposta do organismo à vacina, e não a gripe em si.

Se quiser saber mais sobre reações à vacina ou detalhes sobre o Programa Nacional de Imunizações do Ministério da Saúde, posso ajudar! Tem mais alguma dúvida?","A vacina contém vírus mortos ou fragmentos do vírus. Por isso, ela não pode causar gripe. Mal-estar leve após a vacinação é o organismo respondendo à vacina — não a doença.",Vacina influenza,1,0,0,0,14.5,factual_correctness(mode=f1),1.0,ragas
Por que a vacina influenza precisa ser tomada todos os anos?,"A vacina contra a influenza precisa ser tomada todos os anos porque o vírus da gripe sofre mutações frequentes, mudando suas características.

Além disso, a proteção oferecida pela vacina diminui com o tempo. Por isso, é importante atualizar a imunização anualmente, utilizando a formulação mais recente, que é desenvolvida para proteger contra as cepas do vírus que estão em circulação naquele ano.

Se quiser saber mais sobre o Programa Nacional de Imunizações, outras vacinas ou sobre o Programa Farmácia Popular, posso ajudar! Tem mais alguma dúvida?","O vírus da gripe muda todo ano e a proteção da vacina diminui com o tempo. Por isso, é necessário vacinar-se todo ano com a formulação atualizada para a temporada.",Vacina influenza,1,0,0,0,14.69,factual_correctness(mode=f1),1.0,ragas
Por que a vacina só pode ser tomada a partir de 28 semanas de gestação? ,"A vacina contra o vírus sincicial respiratório (VSR) só pode ser tomada a partir da vigésima oitava semana de gestação porque, antes desse período, a transferência de anticorpos da gestante para o bebê ainda é baixa. 

O Ministério da Saúde define esse intervalo com base em evidências clínicas, pois entre a vigésima oitava e a trigésima sexta semana de gestação ocorre uma melhor resposta imune da gestante e maior passagem de anticorpos protetores para o bebê. Assim, o recém-nascido recebe uma proteção mais eficaz.

Se quiser saber mais sobre vacinas para gestantes, outras recomendações do Programa Nacional de Imunizações ou detalhes sobre o calendário vacinal, posso ajudar! Tem mais alguma dúvida?","É o período ideal a partir de 28 semanas gestacional. Antes disso, as defesas da mãe ainda não passam para o bebê.  Entre 28 e 36 semanas é o momento perfeito para garantir a máxima proteção ao bebê!",VSR - Janela Vacinal e Prazos,1,0,0,0,16.03,factual_correctness(mode=f1),0.6,ragas
Por que a vacinação contra influenza é importante anualmente?,"A vacinação contra influenza é importante anualmente porque:

O vírus da gripe sofre mutações frequentes, o que faz com que novas variantes circulem a cada ano.
A proteção da vacina diminui com o tempo, sendo necessário atualizar a imunização para garantir proteção contra as cepas mais recentes.
A vacinação anual ajuda a reduzir a circulação do vírus, protegendo não só quem se vacina, mas também grupos mais vulneráveis, como idosos, lactentes e pessoas imunossuprimidas.

Se quiser saber mais sobre o calendário vacinal ou outras vacinas oferecidas pelo Programa Nacional de Imunizações do Ministério da Saúde, posso ajudar! Tem mais alguma dúvida?"," A vacinação protege os grupos prioritários contribui para imunidade de rebanho, reduzindo a circulação viral e protegendo indiretamente idosos, lactentes, imunossuprimidos, e outros.  Ao se vacinar, você se protege e protege outras pessoas que não receberam a vacinarão..",Vacina influenza,1,0,0,0,17.09,factual_correctness(mode=f1),0.0,ragas
Por que algumas pessoas vacinadas ainda pegam a doença?,"Nem todas as vacinas oferecem proteção total contra as doenças. Mesmo vacinadas, algumas pessoas podem contrair a doença por fatores como:

Resposta individual do sistema imunológico, que pode variar de pessoa para pessoa;
Exposição a uma grande quantidade do agente causador da doença;
Algumas vacinas reduzem principalmente os casos graves, hospitalizações e mortes, que é o principal objetivo do Programa Nacional de Imunizações do Ministério da Saúde.

Além disso, a vacinação em massa ajuda a proteger toda a comunidade, inclusive quem não pode ser vacinado, ao diminuir a circulação da doença (imunidade coletiva).

Se quiser saber mais sobre como funcionam as vacinas ou detalhes sobre o calendário vacinal, posso te ajudar! Tem mais alguma dúvida?","Não existe nenhuma vacina que confira 100% de proteção e a imunidade de grupo não confere total proteção às pessoas que não podem ser vacinadas com segurança. Mas com a imunidade de grupo, essas pessoas terão um considerável grau de proteção, graças às outras da comunidade que são vacinadas. As vacinas não só protegem as pessoas que as recebem, mas também as pessoas da comunidade que não podem ser vacinadas. A vacinação deve ser priorizada para a população-alvo. Avacina não é totalmente eficaz contra infecções leves, mas elas são altamente eficazes em evitar casos graves, internações e mortes, que é o principal objetivo da saúde pública. As vacinas salvaram milhões de vidas e preveniram doenças e incapacidades permanentes. Isso faz das vacinas um dos maiores sucessos da medicina na história. Podemos prevenir muitas doenças graves por meio de vacinas, como coqueluche e poliomielite. No entanto, muita gente não presenciou os perigos dos casos dessas doenças no passado. Desde a introdução dessas vacinas, a incidência de muitas doenças diminuiu de 95% a 100%. Antes das vacinas, centenas de milhares de pessoas crianças eram infectadas e morriam no mundo devido a essas doenças. Mesmo que essas doenças sejam muito menos comuns hoje em dia, surtos graves podem ocorrer quando as pessoas não são vacinadas. Vacinar em dia é preciso. Saiba mais no link <https://www.who.int/pt/news-room/feature-stories/detail/how-do-vaccines-work>.",Informações Gerais,1,0,0,0,15.23,factual_correctness(mode=f1),0.38,ragas
Por que as vacinas são obrigatórias?,"As vacinas são obrigatórias porque são fundamentais para proteger tanto o indivíduo quanto toda a comunidade contra doenças infecciosas graves. A vacinação é considerada um direito e também uma responsabilidade de todos.

O Ministério da Saúde, por meio do Programa Nacional de Imunizações (PNI), estabelece a obrigatoriedade como uma estratégia de saúde pública para garantir a proteção coletiva e evitar a circulação de doenças que podem ser prevenidas por vacinas.

No Brasil, essa obrigatoriedade é respaldada pela Lei nº 6.259/1975 e pelo Estatuto da Criança e do Adolescente (ECA), que determinam a vacinação nos casos recomendados pelas autoridades de saúde.

O calendário nacional de vacinação, divulgado pelo Ministério da Saúde, detalha quais vacinas são indicadas para cada faixa etária, suas doses e os intervalos recomendados.

Se quiser saber mais sobre o calendário vacinal, vacinas específicas ou sobre o Programa Farmácia Popular, posso te ajudar! Tem mais alguma dúvida?","A vacinação é um direito e uma responsabilidade de cada um. As vacinas são instrumentos essenciais para a proteção individual e coletiva contra sérias doenças infecciosas de ocorrência no mundo globalizado, onde as doenças estão presentes, com um trânsito intenso de idas e vindas em viagens internacionais que favorecem a rápida disseminação de agentes infecciosos causadores de adoecimentos, hospitalizações, sequelas, sofrimento e até a morte, precocemente. A obrigatoriedade da vacinação é uma estratégia de saúde pública necessária para assegurar a proteção do indivíduo e de toda a população e conquistar um país livre de doenças evitáveis por imunizantes. No Brasil, a vacinação é pautada pela Lei nº 6.259/1975 que estabelece o Programa Nacional de Imunizações (PNI)/MS como responsável pela política de vacinação no país. O Estatuto da Criança e do Adolescente (ECA) determina como obrigatória a vacinação nos casos recomendados pelas autoridades sanitárias. Assim, o Calendário Nacional de Vacinação é emitido pelo Ministério da Saúde por meio do PNI, que apresenta as vacinas, indicações, doses e intervalos por grupos etários, detalhamento sobre sua administração, sendo publicado e atualizado no portal desde Ministério. Saiba mais no link <https://www.gov.br/saude/pt-br/vacinacao>.",,1,0,0,0,16.91,factual_correctness(mode=f1),0.65,ragas
Por que há casos de vacinados que acabam desenvolvendo a infecção?,"Mesmo após a vacinação, algumas pessoas podem desenvolver a infecção porque nenhuma vacina oferece proteção total para todas as pessoas. Isso pode acontecer por fatores como:

Variação na resposta imunológica de cada pessoa;
Exposição a uma quantidade muito alta do agente infeccioso;
Possíveis mutações do agente causador da doença.

Apesar disso, as vacinas são muito eficazes para evitar casos graves, hospitalizações e mortes, que é o principal objetivo do Programa Nacional de Imunizações do Ministério da Saúde.

Se quiser saber mais sobre como funcionam as vacinas ou sobre o calendário vacinal, posso te ajudar! Tem mais alguma dúvida?","Não existe nenhuma vacina que confira 100% de proteção e a imunidade de grupo não confere total proteção às pessoas que não podem ser vacinadas com segurança. Mas com a imunidade de grupo, essas pessoas terão um considerável grau de proteção, graças às outras da comunidade que são vacinadas. As vacinas não só protegem as pessoas que as recebem, mas também as pessoas da comunidade que não podem ser vacinadas. A vacinação deve ser priorizada para a população-alvo. Avacina não é totalmente eficaz contra infecções leves, mas elas são altamente eficazes em evitar casos graves, internações e mortes, que é o principal objetivo da saúde pública. As vacinas salvaram milhões de vidas e preveniram doenças e incapacidades permanentes. Isso faz das vacinas um dos maiores sucessos da medicina na história. Podemos prevenir muitas doenças graves por meio de vacinas, como coqueluche e poliomielite. No entanto, muita gente não presenciou os perigos dos casos dessas doenças no passado. Desde a introdução dessas vacinas, a incidência de muitas doenças diminuiu de 95% a 100%. Antes das vacinas, centenas de milhares de pessoas crianças eram infectadas e morriam no mundo devido a essas doenças. Mesmo que essas doenças sejam muito menos comuns hoje em dia, surtos graves podem ocorrer quando as pessoas não são vacinadas. Vacinar em dia é preciso. Saiba mais no link <https://www.who.int/pt/news-room/feature-stories/detail/how-do-vaccines-work>.",Informações Gerais,0,1,0,0,16.29,factual_correctness(mode=f1),0.32,ragas
Por que idosos com 60 anos ou mais são grupo prioritário na vacinação contra influenza?,"Idosos com sessenta anos ou mais são considerados grupo prioritário na vacinação contra influenza pelo Ministério da Saúde porque, com o avanço da idade, o sistema imunológico se torna menos eficiente.

Isso aumenta a vulnerabilidade a complicações graves da gripe, como pneumonia e necessidade de hospitalização. A vacinação reduz de forma significativa esses riscos nessa faixa etária.

Se quiser saber mais sobre outros grupos prioritários ou detalhes sobre a vacinação contra influenza, posso ajudar! Tem mais alguma dúvida?","Pessoas com 60 anos ou mais têm sistema imunológico menos eficiente e maior risco de complicações graves da gripe, como pneumonia e hospitalização. A vacina reduz significativamente esse risco nessa faixa etária.",Vacina influenza,1,0,0,0,15.31,factual_correctness(mode=f1),0.89,ragas
Por que indivíduos a partir dos 60 anos recebem preferência na campanha de vacinação contra influenza?,"Indivíduos a partir dos sessenta anos recebem preferência na campanha de vacinação contra influenza porque, nessa faixa etária, o sistema imunológico tende a ser menos eficiente. Isso aumenta o risco de complicações graves decorrentes da gripe, como pneumonia e necessidade de hospitalização.

A vacinação é uma medida eficaz para reduzir significativamente esses riscos, protegendo a saúde dessa população mais vulnerável.

Se quiser saber mais sobre outros grupos prioritários ou detalhes sobre o Programa Nacional de Imunizações, posso ajudar! Tem mais alguma dúvida?","Pessoas com 60 anos ou mais têm sistema imunológico menos eficiente e maior risco de complicações graves da gripe, como pneumonia e hospitalização. A vacina reduz significativamente esse risco nessa faixa etária.",Vacina influenza,0,1,0,0,15.48,factual_correctness(mode=f1),0.83,ragas
Por que indivíduos a partir dos 60a nos recebem preferência na campanha de vacinação contra infyuenza?,"Indivíduos a partir dos sessenta anos recebem preferência na campanha de vacinação contra influenza porque, nessa faixa etária, o sistema imunológico se torna menos eficiente. Isso aumenta o risco de complicações graves da gripe, como pneumonia e necessidade de hospitalização.

A vacinação, segundo o Ministério da Saúde, é fundamental para reduzir esses riscos e proteger a saúde dessa população.

Se quiser saber mais sobre outros grupos prioritários ou detalhes sobre a campanha de vacinação, posso ajudar! Tem mais alguma dúvida?","Pessoas com 60 anos ou mais têm sistema imunológico menos eficiente e maior risco de complicações graves da gripe, como pneumonia e hospitalização. A vacina reduz significativamente esse risco nessa faixa etária.",Vacina influenza,0,1,1,0,17.27,factual_correctness(mode=f1),0.77,ragas
Por que meu bebê precisa dessa vacina se eu já tive covid-19?,"Mesmo que você já tenha tido covid-19, a imunidade adquirida por você não garante proteção ao seu bebê. Cada pessoa desenvolve sua própria resposta imunológica, e a proteção não é automaticamente transferida para a criança.

Além disso, a vacina contra a covid-19 foi desenvolvida especificamente para proteger cada indivíduo, inclusive bebês, contra formas graves da doença. O Ministério da Saúde recomenda seguir o calendário vacinal para garantir a proteção adequada de toda a família.

Se quiser saber mais sobre o calendário vacinal ou outras vacinas recomendadas para crianças, posso te ajudar!","Os vírus VSR e dacovid-19 são completamente diferentes! Ter tido covid-19 ou ter tomado a vacina covid-19 não protege contra o VSR. São doenças diferentes causadas por vírus diferentes. Por isso, a vacina VSR é necessária separadamente.",VSR - Proteção e Eficácia,1,0,0,0,16.72,factual_correctness(mode=f1),0.0,ragas
"Por que meu filho necessita dessa imunização, considerando que eu já tive covid-19?","A imunidade adquirida por um responsável, seja por infecção natural ou vacinação contra a covid-19, não protege a criança. Cada pessoa precisa ser imunizada para garantir sua própria proteção contra o vírus.

A vacinação é fundamental para proteger a criança de possíveis complicações graves associadas à doença.

Se quiser saber mais sobre vacinas, calendário vacinal ou sobre o Programa Farmácia Popular, posso ajudar! Tem mais alguma dúvida?","Os vírus VSR e dacovid-19 são completamente diferentes! Ter tido covid-19 ou ter tomado a vacina covid-19 não protege contra o VSR. São doenças diferentes causadas por vírus diferentes. Por isso, a vacina VSR é necessária separadamente.",VSR - Proteção e Eficácia,0,1,0,0,15.74,factual_correctness(mode=f1),0.18,ragas
Por que motivo a imunização anual contra influenza é necessária?,"A imunização anual contra a influenza é necessária porque o vírus da gripe sofre mutações frequentes, mudando suas características a cada ano.

Além disso, a proteção oferecida pela vacina diminui com o tempo. Por isso, é importante atualizar a imunização todos os anos com a formulação mais recente, desenvolvida com base nas cepas do vírus que estão em circulação na temporada.

Se quiser saber mais sobre o calendário vacinal ou outras vacinas do Programa Nacional de Imunizações, posso ajudar! Tem mais alguma dúvida?"," A vacinação protege os grupos prioritários contribui para imunidade de rebanho, reduzindo a circulação viral e protegendo indiretamente idosos, lactentes, imunossuprimidos, e outros.  Ao se vacinar, você se protege e protege outras pessoas que não receberam a vacinarão..",Vacina influenza,0,1,0,0,14.89,factual_correctness(mode=f1),0.0,ragas
Por que motivo a imunização contra  pólio é essenciam?,"A imunização contra a poliomielite é essencial porque:

É a única forma de prevenir a doença, já que não existe tratamento específico para a poliomielite.
A vacinação protege contra sequelas graves e irreversíveis, além de evitar óbitos.
Mesmo com a eliminação da circulação do vírus da poliomielite no Brasil desde mil novecentos e noventa, ainda existe risco de reintrodução, pois o vírus circula em outros países.
Manter a vacinação das crianças é fundamental para garantir a proteção coletiva e evitar o ressurgimento da doença.

Se quiser saber mais sobre o calendário vacinal ou outras vacinas do Programa Nacional de Imunizações, posso ajudar! Tem mais alguma dúvida?","Porque a vacinação é a única forma de prevenção contra a poliomielite. Não existe tratamento específico, todos os casos de poliomielite devem ser hospitalizados para tratamento de suporte.",Vacina inativada poliomielite (VIP),0,1,1,0,15.51,factual_correctness(mode=f1),0.31,ragas
Por que motivo a imunização contra a pólio é essencial?,"A imunização contra a poliomielite é essencial porque é a única forma de prevenir essa doença, que pode causar sequelas graves e até levar ao óbito.

Mesmo com o Brasil livre da circulação dos vírus causadores da poliomielite desde mil novecentos e noventa, ainda existe o risco de reintrodução do vírus, já que ele está presente em outros países.

Por isso, é fundamental manter a vacinação das crianças em dia, garantindo a proteção individual e coletiva contra a poliomielite.

Se quiser saber mais sobre o calendário vacinal ou outras vacinas do Programa Nacional de Imunizações, posso ajudar! Tem mais alguma dúvida?","Porque a vacinação é a única forma de prevenção contra a poliomielite. Não existe tratamento específico, todos os casos de poliomielite devem ser hospitalizados para tratamento de suporte.",Vacina inativada poliomielite (VIP),0,1,0,0,14.56,factual_correctness(mode=f1),0.47,ragas
Por que motivo a imunização contra influenza não resulta em gripe?,"A imunização contra influenza, feita com a vacina disponibilizada pelo Programa Nacional de Imunizações do Ministério da Saúde, não resulta em gripe porque a vacina utiliza vírus inativados (mortos) ou fragmentos do vírus, incapazes de causar a doença.

O objetivo da vacina é estimular o sistema imunológico a produzir defesa contra o vírus da gripe, sem provocar a infecção. Por isso, após a vacinação, a pessoa pode até apresentar sintomas leves, como dor no local da aplicação ou mal-estar passageiro, mas não desenvolve a gripe propriamente dita.

Se quiser saber mais sobre reações à vacina da influenza ou outros detalhes sobre vacinação, posso ajudar! Tem mais alguma dúvida?","A vacina contém vírus mortos ou fragmentos do vírus. Por isso, ela não pode causar gripe. Mal-estar leve após a vacinação é o organismo respondendo à vacina — não a doença.",Vacina influenza,0,1,0,0,14.82,factual_correctness(mode=f1),0.8,ragas
Por que motivo a imunização contra o papilomavírus humano é essencial?,"A imunização contra o papilomavírus humano (HPV) é essencial porque:

Previne o desenvolvimento de vários tipos de câncer associados ao vírus, como câncer de colo do útero, vulva, vagina, ânus, pênis e orofaringe.
Protege contra verrugas genitais, que podem causar desconforto físico e psicológico.
Reduz a transmissão do vírus, contribuindo para a proteção da saúde individual e coletiva.

Se quiser saber mais sobre o esquema vacinal do HPV ou outras vacinas do Programa Nacional de Imunizações, posso ajudar! Tem mais alguma dúvida?","A vacina HPV previne o câncer cervical e outras neoplasias relacionadas a esse vírus, como vulvar, vaginal, anal, peniana e de orofaringe. A vacina previne também o desenvolvimento de verrugas causadas pela infecção pelo HPV, que levam a comprometimento clínico e psicológico das pessoas afetadas. É importante manter sua situação vacinal atualizada. Saiba mais nos links <https://infoms.saude.gov.br/content/Default/SEI_0045605478_Nota_Tecnica_16.pdf> e  <paho.org/pt/vacin -contra-virus-do-papiloma-humano-hpv>",Vacina HPV,0,1,0,0,13.5,factual_correctness(mode=f1),0.82,ragas
